(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(220390, 97, 5);[5, 400, 300, 80, 5];790;התשפה;58097;(4, 18, 28, 20, 58097);הכהן;1;(4, 18, 28, 76, 220390);כן תרימו גם אתם תרומת יהוה מכל מעשרתיכם אשר תקחו מאת בני ישראל ונתתם ממנו את תרומת יהוה לאהרן הכהן
(104749, 3, 4);[400, 300, 80, 5];785;תשפה;27633;(2, 18, 12, 16, 27633);חתן;2;(2, 18, 12, 60, 104749);ויקח יתרו חתן משה עלה וזבחים לאלהים ויבא אהרן וכל זקני ישראל לאכל לחם עם חתן משה לפני האלהים
(122355, 3, 4);[400, 300, 80, 5];785;תשפה;32274;(2, 29, 33, 2, 32274);אתם;2;(2, 29, 33, 7, 122355);ואכלו אתם אשר כפר בהם למלא את ידם לקדש אתם וזר לא יאכל כי קדש הם
(289548, 3, 4);[400, 300, 80, 5];785;תשפה;76036;(5, 26, 10, 4, 76036);את;2;(5, 26, 10, 14, 289548);ועתה הנה הבאתי את ראשית פרי האדמה אשר נתתה לי יהוה והנחתו לפני יהוה אלהיך והשתחוית לפני יהוה אלהיך
(123602, 5, 4);[400, 300, 80, 5];785;תשפה;32596;(2, 30, 12, 8, 32596);ונתנו;3;(2, 30, 12, 28, 123602);כי תשא את ראש בני ישראל לפקדיהם ונתנו איש כפר נפשו ליהוה בפקד אתם ולא יהיה בהם נגף בפקד אתם
(233800, 7, 4);[400, 300, 80, 5];785;תשפה;61589;(4, 26, 62, 22, 61589);בתוך;2;(4, 26, 62, 78, 233800);ויהיו פקדיהם שלשה ועשרים אלף כל זכר מבן חדש ומעלה כי לא התפקדו בתוך בני ישראל כי לא נתן להם נחלה בתוך בני ישראל
(74624, 8, 4);[400, 300, 80, 5];785;תשפה;19710;(1, 48, 14, 3, 19710);את;2;(1, 48, 14, 12, 74624);וישלח ישראל את ימינו וישת על ראש אפרים והוא הצעיר ואת שמאלו על ראש מנשה שכל את ידיו כי מנשה הבכור
(59440, 11, 4);[400, 300, 80, 5];785;תשפה;15792;(1, 40, 12, 8, 15792);שלשת;4;(1, 40, 12, 32, 59440);ויאמר לו יוסף זה פתרנו שלשת השרגים שלשת ימים הם
(194061, 12, 4);[400, 300, 80, 5];785;תשפה;51175;(4, 4, 26, 20, 51175);עבדתם;4;(4, 4, 26, 71, 194061);ואת קלעי החצר ואת מסך פתח שער החצר אשר על המשכן ועל המזבח סביב ואת מיתריהם ואת כל כלי עבדתם ואת כל אשר יעשה להם ועבדו
(228243, 12, 4);[400, 300, 80, 5];785;תשפה;60217;(4, 23, 13, 18, 60217);תראה;1;(4, 23, 13, 57, 228243);ויאמר אליו בלק לך נא אתי אל מקום אחר אשר תראנו משם אפס קצהו תראה וכלו לא תראה וקבנו לי משם
(252010, 12, 4);[400, 300, 80, 5];785;תשפה;66210;(5, 1, 37, 8, 66210);אתה;2;(5, 1, 37, 27, 252010);גם בי התאנף יהוה בגללכם לאמר גם אתה לא תבא שם
(49607, 13, 4);[400, 300, 80, 5];785;תשפה;13223;(1, 34, 9, 8, 13223);תקחו;1;(1, 34, 9, 34, 49607);והתחתנו אתנו בנתיכם תתנו לנו ואת בנתינו תקחו לכם
(171059, 15, 4);[400, 300, 80, 5];785;תשפה;45265;(3, 19, 20, 4, 45265);את;2;(3, 19, 20, 12, 171059);ואיש כי ישכב את אשה שכבת זרע והוא שפחה נחרפת לאיש והפדה לא נפדתה או חפשה לא נתן לה בקרת תהיה לא יומתו כי לא חפשה
(116281, 16, 4);[400, 300, 80, 5];785;תשפה;30730;(2, 26, 20, 3, 30730);השנית;5;(2, 26, 20, 15, 116281);ולצלע המשכן השנית לפאת צפון עשרים קרש
(145385, 16, 4);[400, 300, 80, 5];785;תשפה;38335;(3, 4, 21, 2, 38335);את;2;(3, 4, 21, 8, 145385);והוציא את הפר אל מחוץ למחנה ושרף אתו כאשר שרף את הפר הראשון חטאת הקהל הוא
(204860, 16, 4);[400, 300, 80, 5];785;תשפה;54005;(4, 9, 19, 11, 54005);משמרת;5;(4, 9, 19, 46, 204860);ובהאריך הענן על המשכן ימים רבים ושמרו בני ישראל את משמרת יהוה ולא יסעו
(230239, 17, 4);[400, 300, 80, 5];785;תשפה;60750;(4, 25, 2, 7, 60750);וישתחוו;4;(4, 25, 2, 32, 230239);ותקראן לעם לזבחי אלהיהן ויאכל העם וישתחוו לאלהיהן
(290216, 17, 4);[400, 300, 80, 5];785;תשפה;76196;(5, 26, 19, 1, 76196);ולתתך;4;(5, 26, 19, 4, 290216);ולתתך עליון על כל הגוים אשר עשה לתהלה ולשם ולתפארת ולהיתך עם קדש ליהוה אלהיך כאשר דבר
(35497, 18, 4);[400, 300, 80, 5];785;תשפה;9441;(1, 26, 21, 3, 9441);אחרת;4;(1, 26, 21, 13, 35497);ויחפרו באר אחרת ויריבו גם עליה ויקרא שמה שטנה
(130927, 19, 4);[400, 300, 80, 5];785;תשפה;34568;(2, 34, 35, 4, 34568);את;2;(2, 34, 35, 14, 130927);וראו בני ישראל את פני משה כי קרן עור פני משה והשיב משה את המסוה על פניו עד באו לדבר אתו
(175046, 20, 4);[400, 300, 80, 5];785;תשפה;46360;(3, 22, 10, 6, 46360);תושב;1;(3, 22, 10, 15, 175046);וכל זר לא יאכל קדש תושב כהן ושכיר לא יאכל קדש
(79062, 21, 4);[400, 300, 80, 5];785;תשפה;20865;(2, 2, 2, 5, 20865);ותרא;2;(2, 2, 2, 16, 79062);ותהר האשה ותלד בן ותרא אתו כי טוב הוא ותצפנהו שלשה ירחים
(91352, 21, 4);[400, 300, 80, 5];785;תשפה;24075;(2, 9, 32, 2, 24075);והכסמת;6;(2, 9, 32, 11, 91352);והחטה והכסמת לא נכו כי אפילת הנה
(119565, 22, 4);[400, 300, 80, 5];785;תשפה;31543;(2, 28, 27, 1, 31543);ועשית;5;(2, 28, 27, 5, 119565);ועשית שתי טבעות זהב ונתתה אתם על שתי כתפות האפוד מלמטה ממול פניו לעמת מחברתו ממעל לחשב האפוד
(61382, 24, 4);[400, 300, 80, 5];785;תשפה;16291;(1, 41, 27, 2, 16291);הפרות;5;(1, 41, 27, 9, 61382);ושבע הפרות הרקות והרעת העלת אחריהן שבע שנים הנה ושבע השבלים הרקות שדפות הקדים יהיו שבע שני רעב
(202452, 24, 4);[400, 300, 80, 5];785;תשפה;53374;(4, 8, 2, 7, 53374);את;2;(4, 8, 2, 26, 202452);דבר אל אהרן ואמרת אליו בהעלתך את הנרת אל מול פני המנורה יאירו שבעת הנרות
(217693, 24, 4);[400, 300, 80, 5];785;תשפה;57378;(4, 17, 11, 6, 57378);את;2;(4, 17, 11, 18, 217693);ויאמר משה אל אהרן קח את המחתה ותן עליה אש מעל המזבח ושים קטרת והולך מהרה אל העדה וכפר עליהם כי יצא הקצף מלפני יהוה החל הנגף
(59912, 26, 4);[400, 300, 80, 5];785;תשפה;15921;(1, 40, 20, 17, 15921);ואת;3;(1, 40, 20, 63, 59912);ויהי ביום השלישי יום הלדת את פרעה ויעש משתה לכל עבדיו וישא את ראש שר המשקים ואת ראש שר האפים בתוך עבדיו
(186488, 27, 4);[400, 300, 80, 5];785;תשפה;49302;(4, 1, 2, 10, 49302);אבתם;3;(4, 1, 2, 35, 186488);שאו את ראש כל עדת בני ישראל למשפחתם לבית אבתם במספר שמות כל זכר לגלגלתם
(44664, 28, 4);[400, 300, 80, 5];785;תשפה;11903;(1, 31, 21, 11, 11903);את;2;(1, 31, 21, 37, 44664);ויברח הוא וכל אשר לו ויקם ויעבר את הנהר וישם את פניו הר הגלעד
(86960, 28, 4);[400, 300, 80, 5];785;תשפה;22924;(2, 7, 12, 9, 22924);את;2;(2, 7, 12, 39, 86960);וישליכו איש מטהו ויהיו לתנינם ויבלע מטה אהרן את מטתם
(134661, 28, 4);[400, 300, 80, 5];785;תשפה;35520;(2, 36, 37, 5, 35520);תכלת;1;(2, 36, 37, 16, 134661);ויעש מסך לפתח האהל תכלת וארגמן ותולעת שני ושש משזר מעשה רקם
(162588, 29, 4);[400, 300, 80, 5];785;תשפה;42956;(3, 14, 23, 9, 42956);פתח;2;(3, 14, 23, 34, 162588);והביא אתם ביום השמיני לטהרתו אל הכהן אל פתח אהל מועד לפני יהוה
(129628, 30, 4);[400, 300, 80, 5];785;תשפה;34218;(2, 34, 10, 24, 34218);את;2;(2, 34, 10, 84, 129628);ויאמר הנה אנכי כרת ברית נגד כל עמך אעשה נפלאת אשר לא נבראו בכל הארץ ובכל הגוים וראה כל העם אשר אתה בקרבו את מעשה יהוה כי נורא הוא אשר אני עשה עמך
(178734, 30, 4);[400, 300, 80, 5];785;תשפה;47300;(3, 24, 5, 7, 47300);חלות;4;(3, 24, 5, 28, 178734);ולקחת סלת ואפית אתה שתים עשרה חלות שני עשרנים יהיה החלה האחת
(233476, 30, 4);[400, 300, 80, 5];785;תשפה;61507;(4, 26, 57, 8, 61507);לקהת;4;(4, 26, 57, 41, 233476);ואלה פקודי הלוי למשפחתם לגרשון משפחת הגרשני לקהת משפחת הקהתי למררי משפחת המררי
(129799, 31, 4);[400, 300, 80, 5];785;תשפה;34264;(2, 34, 13, 5, 34264);ואת;3;(2, 34, 13, 18, 129799);כי את מזבחתם תתצון ואת מצבתם תשברון ואת אשריו תכרתון
(277473, 32, 4);[400, 300, 80, 5];785;תשפה;72771;(5, 16, 16, 17, 72771);השבעות;6;(5, 16, 16, 68, 277473);שלוש פעמים בשנה יראה כל זכורך את פני יהוה אלהיך במקום אשר יבחר בחג המצות ובחג השבעות ובחג הסכות ולא יראה את פני יהוה ריקם
(147176, 33, 4);[400, 300, 80, 5];785;תשפה;38819;(3, 5, 15, 14, 38819);תמים;1;(3, 5, 15, 51, 147176);נפש כי תמעל מעל וחטאה בשגגה מקדשי יהוה והביא את אשמו ליהוה איל תמים מן הצאן בערכך כסף שקלים בשקל הקדש לאשם
(214630, 33, 4);[400, 300, 80, 5];785;תשפה;56575;(4, 15, 29, 7, 56575);תורה;1;(4, 15, 29, 27, 214630);האזרח בבני ישראל ולגר הגר בתוכם תורה אחת יהיה לכם לעשה בשגגה
(288036, 33, 4);[400, 300, 80, 5];785;תשפה;75644;(5, 25, 1, 11, 75644);את;2;(5, 25, 1, 44, 288036);כי יהיה ריב בין אנשים ונגשו אל המשפט ושפטום והצדיקו את הצדיק והרשיעו את הרשע
(230203, 35, 4);[400, 300, 80, 5];785;תשפה;60742;(4, 25, 1, 8, 60742);בנות;4;(4, 25, 1, 32, 230203);וישב ישראל בשטים ויחל העם לזנות אל בנות מואב
(94734, 36, 4);[400, 300, 80, 5];785;תשפה;24999;(2, 12, 14, 11, 24999);חקת;3;(2, 12, 14, 45, 94734);והיה היום הזה לכם לזכרון וחגתם אתו חג ליהוה לדרתיכם חקת עולם תחגהו
(303997, 36, 4);[400, 300, 80, 5];785;תשפה;79760;(5, 33, 27, 4, 79760);ומתחת;3;(5, 33, 27, 14, 303997);מענה אלהי קדם ומתחת זרעת עולם ויגרש מפניך אויב ויאמר השמד
(60370, 37, 4);[400, 300, 80, 5];785;תשפה;16033;(1, 41, 7, 8, 16033);והמלאות;7;(1, 41, 7, 43, 60370);ותבלענה השבלים הדקות את שבע השבלים הבריאות והמלאות וייקץ פרעה והנה חלום
(232424, 37, 4);[400, 300, 80, 5];785;תשפה;61271;(4, 26, 32, 5, 61271);משפחת;5;(4, 26, 32, 27, 232424);ושמידע משפחת השמידעי וחפר משפחת החפרי
(232466, 37, 4);[400, 300, 80, 5];785;תשפה;61284;(4, 26, 33, 12, 61284);בנות;4;(4, 26, 33, 37, 232466);וצלפחד בן חפר לא היו לו בנים כי אם בנות ושם בנות צלפחד מחלה ונעה חגלה מלכה ותרצה
(67030, 39, 4);[400, 300, 80, 5];785;תשפה;17746;(1, 44, 1, 5, 17746);ביתו;3;(1, 44, 1, 14, 67030);ויצו את אשר על ביתו לאמר מלא את אמתחת האנשים אכל כאשר יוכלון שאת ושים כסף איש בפי אמתחתו
(282967, 39, 4);[400, 300, 80, 5];785;תשפה;74269;(5, 21, 6, 9, 74269);את;2;(5, 21, 6, 34, 282967);וכל זקני העיר ההוא הקרבים אל החלל ירחצו את ידיהם על העגלה הערופה בנחל
(109421, 40, 4);[400, 300, 80, 5];785;תשפה;28931;(2, 21, 32, 10, 28931);יתן;2;(2, 21, 32, 32, 109421);אם עבד יגח השור או אמה כסף שלשים שקלים יתן לאדניו והשור יסקל
(168424, 40, 4);[400, 300, 80, 5];785;תשפה;44539;(3, 17, 7, 11, 44539);חקת;3;(3, 17, 7, 43, 168424);ולא יזבחו עוד את זבחיהם לשעירם אשר הם זנים אחריהם חקת עולם תהיה זאת להם לדרתם
(232359, 40, 4);[400, 300, 80, 5];785;תשפה;61259;(4, 26, 30, 8, 61259);משפחת;5;(4, 26, 30, 36, 232359);אלה בני גלעד איעזר משפחת האיעזרי לחלק משפחת החלקי
(238628, 41, 4);[400, 300, 80, 5];785;תשפה;62778;(4, 30, 4, 8, 62778);בבית;4;(4, 30, 4, 29, 238628);ואשה כי תדר נדר ליהוה ואסרה אסר בבית אביה בנעריה
(195555, 42, 4);[400, 300, 80, 5];785;תשפה;51556;(4, 5, 7, 10, 51556);וחמישתו;6;(4, 5, 7, 41, 195555);והתודו את חטאתם אשר עשו והשיב את אשמו בראשו וחמישתו יסף עליו ונתן לאשר אשם לו
(9967, 43, 4);[400, 300, 80, 5];785;תשפה;2673;(1, 8, 17, 15, 2673);אתך;2;(1, 8, 17, 52, 9967);כל החיה אשר אתך מכל בשר בעוף ובבהמה ובכל הרמש הרמש על הארץ הוצא אתך ושרצו בארץ ופרו ורבו על הארץ
(36331, 43, 4);[400, 300, 80, 5];785;תשפה;9653;(1, 27, 2, 8, 9653);מותי;3;(1, 27, 2, 28, 36331);ויאמר הנה נא זקנתי לא ידעתי יום מותי
(59268, 43, 4);[400, 300, 80, 5];785;תשפה;15749;(1, 40, 9, 4, 15749);את;2;(1, 40, 9, 15, 59268);ויספר שר המשקים את חלמו ליוסף ויאמר לו בחלומי והנה גפן לפני
(232459, 44, 4);[400, 300, 80, 5];785;תשפה;61282;(4, 26, 33, 10, 61282);בנות;4;(4, 26, 33, 30, 232459);וצלפחד בן חפר לא היו לו בנים כי אם בנות ושם בנות צלפחד מחלה ונעה חגלה מלכה ותרצה
(14774, 45, 4);[400, 300, 80, 5];785;תשפה;3958;(1, 12, 12, 10, 3958);אתי;2;(1, 12, 12, 38, 14774);והיה כי יראו אתך המצרים ואמרו אשתו זאת והרגו אתי ואתך יחיו
(149795, 45, 4);[400, 300, 80, 5];785;תשפה;39515;(3, 7, 18, 12, 39515);אתו;2;(3, 7, 18, 47, 149795);ואם האכל יאכל מבשר זבח שלמיו ביום השלישי לא ירצה המקריב אתו לא יחשב לו פגול יהיה והנפש האכלת ממנו עונה תשא
(197673, 46, 4);[400, 300, 80, 5];785;תשפה;52126;(4, 6, 14, 15, 52126);תמימה;1;(4, 6, 14, 53, 197673);והקריב את קרבנו ליהוה כבש בן שנתו תמים אחד לעלה וכבשה אחת בת שנתה תמימה לחטאת ואיל אחד תמים לשלמים
(104380, 49, 4);[400, 300, 80, 5];785;תשפה;27537;(2, 18, 6, 9, 27537);ואשתך;4;(2, 18, 6, 31, 104380);ויאמר אל משה אני חתנך יתרו בא אליך ואשתך ושני בניה עמה
(217658, 49, 4);[400, 300, 80, 5];785;תשפה;57368;(4, 17, 10, 6, 57368);אתם;2;(4, 17, 10, 23, 217658);הרמו מתוך העדה הזאת ואכלה אתם כרגע ויפלו על פניהם
(16763, 50, 4);[400, 300, 80, 5];785;תשפה;4490;(1, 14, 13, 17, 4490);ברית;4;(1, 14, 13, 69, 16763);ויבא הפליט ויגד לאברם העברי והוא שכן באלני ממרא האמרי אחי אשכל ואחי ענר והם בעלי ברית אברם
(119659, 50, 4);[400, 300, 80, 5];785;תשפה;31566;(2, 28, 28, 6, 31566);טבעת;4;(2, 28, 28, 24, 119659);וירכסו את החשן מטבעתו אל טבעת האפוד בפתיל תכלת להיות על חשב האפוד ולא יזח החשן מעל האפוד
(21785, 51, 4);[400, 300, 80, 5];785;תשפה;5817;(1, 18, 27, 6, 5817);הואלתי;5;(1, 18, 27, 24, 21785);ויען אברהם ויאמר הנה נא הואלתי לדבר אל אדני ואנכי עפר ואפר
(59979, 51, 4);[400, 300, 80, 5];785;תשפה;15941;(1, 40, 22, 4, 15941);תלה;1;(1, 40, 22, 11, 59979);ואת שר האפים תלה כאשר פתר להם יוסף
(119488, 52, 4);[400, 300, 80, 5];785;תשפה;31521;(2, 28, 25, 12, 31521);כתפות;5;(2, 28, 25, 45, 119488);ואת שתי קצות שתי העבתת תתן על שתי המשבצות ונתתה על כתפות האפד אל מול פניו
(127582, 52, 4);[400, 300, 80, 5];785;תשפה;33653;(2, 32, 32, 11, 33653);כתבת;4;(2, 32, 32, 38, 127582);ועתה אם תשא חטאתם ואם אין מחני נא מספרך אשר כתבת
(249761, 52, 4);[400, 300, 80, 5];785;תשפה;65646;(4, 36, 11, 3, 65646);תרצה;1;(4, 36, 11, 12, 249761);ותהיינה מחלה תרצה וחגלה ומלכה ונעה בנות צלפחד לבני דדיהן לנשים
(232159, 53, 4);[400, 300, 80, 5];785;תשפה;61217;(4, 26, 26, 3, 61217);למשפחתם;6;(4, 26, 26, 14, 232159);בני זבולן למשפחתם לסרד משפחת הסרדי לאלון משפחת האלני ליחלאל משפחת היחלאלי
(26281, 55, 4);[400, 300, 80, 5];785;תשפה;7015;(1, 21, 19, 11, 7015);החמת;4;(1, 21, 19, 42, 26281);ויפקח אלהים את עיניה ותרא באר מים ותלך ותמלא את החמת מים ותשק את הנער
(76521, 55, 4);[400, 300, 80, 5];785;תשפה;20205;(1, 49, 31, 7, 20205);אשתו;3;(1, 49, 31, 23, 76521);שמה קברו את אברהם ואת שרה אשתו שמה קברו את יצחק ואת רבקה אשתו ושמה קברתי את לאה
(191048, 55, 4);[400, 300, 80, 5];785;תשפה;50409;(4, 3, 18, 5, 50409);למשפחתם;6;(4, 3, 18, 22, 191048);ואלה שמות בני גרשון למשפחתם לבני ושמעי
(237563, 55, 4);[400, 300, 80, 5];785;תשפה;62537;(4, 29, 19, 7, 62537);התמיד;2;(4, 29, 19, 25, 237563);ושעיר עזים אחד חטאת מלבד עלת התמיד ומנחתה ונסכיהם
(132745, 56, 4);[400, 300, 80, 5];785;תשפה;35044;(2, 36, 1, 19, 35044);עבדת;4;(2, 36, 1, 72, 132745);ועשה בצלאל ואהליאב וכל איש חכם לב אשר נתן יהוה חכמה ותבונה בהמה לדעת לעשת את כל מלאכת עבדת הקדש לכל אשר צוה יהוה
(67006, 59, 4);[400, 300, 80, 5];785;תשפה;17739;(1, 43, 34, 13, 17739);וישתו;4;(1, 43, 34, 51, 67006);וישא משאת מאת פניו אלהם ותרב משאת בנימן ממשאת כלם חמש ידות וישתו וישכרו עמו
(96065, 60, 4);[400, 300, 80, 5];785;תשפה;25346;(2, 12, 36, 3, 25346);את;2;(2, 12, 36, 10, 96065);ויהוה נתן את חן העם בעיני מצרים וישאלום וינצלו את מצרים
(281063, 60, 4);[400, 300, 80, 5];785;תשפה;73755;(5, 19, 14, 2, 73755);תסיג;1;(5, 19, 14, 3, 281063);לא תסיג גבול רעך אשר גבלו ראשנים בנחלתך אשר תנחל בארץ אשר יהוה אלהיך נתן לך לרשתה
(60093, 61, 4);[400, 300, 80, 5];785;תשפה;15971;(1, 41, 2, 9, 15971);ובריאת;6;(1, 41, 2, 34, 60093);והנה מן היאר עלת שבע פרות יפות מראה ובריאת בשר ותרעינה באחו
(267006, 61, 4);[400, 300, 80, 5];785;תשפה;70070;(5, 9, 25, 11, 70070);התנפלתי;6;(5, 9, 25, 49, 267006);ואתנפל לפני יהוה את ארבעים היום ואת ארבעים הלילה אשר התנפלתי כי אמר יהוה להשמיד אתכם
(42343, 63, 4);[400, 300, 80, 5];785;תשפה;11288;(1, 30, 20, 1, 11288);ותאמר;2;(1, 30, 20, 2, 42343);ותאמר לאה זבדני אלהים אתי זבד טוב הפעם יזבלני אישי כי ילדתי לו ששה בנים ותקרא את שמו זבלון
(263902, 63, 4);[400, 300, 80, 5];785;תשפה;69280;(5, 7, 22, 11, 69280);תוכל;1;(5, 7, 22, 37, 263902);ונשל יהוה אלהיך את הגוים האל מפניך מעט מעט לא תוכל כלתם מהר פן תרבה עליך חית השדה
(281124, 63, 4);[400, 300, 80, 5];785;תשפה;73770;(5, 19, 14, 17, 73770);לרשתה;4;(5, 19, 14, 64, 281124);לא תסיג גבול רעך אשר גבלו ראשנים בנחלתך אשר תנחל בארץ אשר יהוה אלהיך נתן לך לרשתה
(160635, 64, 4);[400, 300, 80, 5];785;תשפה;42417;(3, 13, 50, 8, 42417);שבעת;4;(3, 13, 50, 30, 160635);וראה הכהן את הנגע והסגיר את הנגע שבעת ימים
(52809, 66, 4);[400, 300, 80, 5];785;תשפה;14076;(1, 36, 14, 7, 14076);בת;2;(1, 36, 14, 24, 52809);ואלה היו בני אהליבמה בת ענה בת צבעון אשת עשו ותלד לעשו את יעיש ואת יעלם ואת קרח
(73924, 68, 4);[400, 300, 80, 5];785;תשפה;19530;(1, 48, 1, 11, 19530);את;2;(1, 48, 1, 44, 73924);ויהי אחרי הדברים האלה ויאמר ליוסף הנה אביך חלה ויקח את שני בניו עמו את מנשה ואת אפרים
(172277, 69, 4);[400, 300, 80, 5];785;תשפה;45585;(3, 20, 7, 1, 45585);והתקדשתם;7;(3, 20, 7, 7, 172277);והתקדשתם והייתם קדשים כי אני יהוה אלהיכם
(233954, 69, 4);[400, 300, 80, 5];785;תשפה;61630;(4, 26, 65, 9, 61630);נותר;3;(4, 26, 65, 30, 233954);כי אמר יהוה להם מות ימתו במדבר ולא נותר מהם איש כי אם כלב בן יפנה ויהושע בן נון
(296106, 69, 4);[400, 300, 80, 5];785;תשפה;77718;(5, 29, 14, 12, 77718);ואת;3;(5, 29, 14, 41, 296106);כי את אשר ישנו פה עמנו עמד היום לפני יהוה אלהינו ואת אשר איננו פה עמנו היום
(201350, 70, 4);[400, 300, 80, 5];785;תשפה;53087;(4, 7, 69, 10, 53087);שנתו;3;(4, 7, 69, 27, 201350);פר אחד בן בקר איל אחד כבש אחד בן שנתו לעלה
(203948, 72, 4);[400, 300, 80, 5];785;תשפה;53765;(4, 9, 4, 6, 53765);לעשת;4;(4, 9, 4, 22, 203948);וידבר משה אל בני ישראל לעשת הפסח
(140774, 73, 4);[400, 300, 80, 5];785;תשפה;37100;(2, 40, 20, 2, 37100);ויתן;3;(2, 40, 20, 7, 140774);ויקח ויתן את העדת אל הארן וישם את הבדים על הארן ויתן את הכפרת על הארן מלמעלה
(158264, 73, 4);[400, 300, 80, 5];785;תשפה;41777;(3, 13, 4, 18, 41777);את;2;(3, 13, 4, 64, 158264);ואם בהרת לבנה הוא בעור בשרו ועמק אין מראה מן העור ושערה לא הפך לבן והסגיר הכהן את הנגע שבעת ימים
(167785, 76, 4);[400, 300, 80, 5];785;תשפה;44364;(3, 16, 31, 2, 44364);שבתון;3;(3, 16, 31, 6, 167785);שבת שבתון היא לכם ועניתם את נפשתיכם חקת עולם
(138010, 80, 4);[400, 300, 80, 5];785;תשפה;36360;(2, 39, 3, 12, 36360);ובתוך;3;(2, 39, 3, 52, 138010);וירקעו את פחי הזהב וקצץ פתילם לעשות בתוך התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש מעשה חשב
(233199, 80, 4);[400, 300, 80, 5];785;תשפה;61441;(4, 26, 50, 2, 61441);משפחת;5;(4, 26, 50, 8, 233199);אלה משפחת נפתלי למשפחתם ופקדיהם חמשה וארבעים אלף וארבע מאות
(20116, 81, 4);[400, 300, 80, 5];785;תשפה;5382;(1, 17, 20, 8, 5382);והרביתי;6;(1, 17, 20, 41, 20116);ולישמעאל שמעתיך הנה ברכתי אתו והפריתי אתו והרביתי אתו במאד מאד שנים עשר נשיאם יוליד ונתתיו לגוי גדול
(53770, 81, 4);[400, 300, 80, 5];785;תשפה;14325;(1, 36, 37, 4, 14325);תחתיו;1;(1, 36, 37, 14, 53770);וימת שמלה וימלך תחתיו שאול מרחבות הנהר
(121695, 81, 4);[400, 300, 80, 5];785;תשפה;32104;(2, 29, 21, 26, 32104);אתו;2;(2, 29, 21, 99, 121695);ולקחת מן הדם אשר על המזבח ומשמן המשחה והזית על אהרן ועל בגדיו ועל בניו ועל בגדי בניו אתו וקדש הוא ובגדיו ובניו ובגדי בניו אתו
(216639, 81, 4);[400, 300, 80, 5];785;תשפה;57104;(4, 16, 26, 20, 57104);חטאתם;4;(4, 16, 26, 73, 216639);וידבר אל העדה לאמר סורו נא מעל אהלי האנשים הרשעים האלה ואל תגעו בכל אשר להם פן תספו בכל חטאתם
