(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(48955, -63, 4);[400, 300, 80, 5];785;תשפה;13042;(1, 33, 15, 9, 13042);אתי;2;(1, 33, 15, 28, 48955);ויאמר עשו אציגה נא עמך מן העם אשר אתי ויאמר למה זה אמצא חן בעיני אדני
(118933, -62, 4);[400, 300, 80, 5];785;תשפה;31380;(2, 28, 12, 19, 31380);שתי;2;(2, 28, 12, 69, 118933);ושמת את שתי האבנים על כתפת האפד אבני זכרן לבני ישראל ונשא אהרן את שמותם לפני יהוה על שתי כתפיו לזכרן
(164241, -60, 4);[400, 300, 80, 5];785;תשפה;43407;(3, 14, 56, 1, 43407);ולשאת;5;(3, 14, 56, 5, 164241);ולשאת ולספחת ולבהרת
(135847, -59, 4);[400, 300, 80, 5];785;תשפה;35818;(2, 37, 22, 7, 35818);אחת;3;(2, 37, 22, 29, 135847);כפתריהם וקנתם ממנה היו כלה מקשה אחת זהב טהור
(294148, -59, 4);[400, 300, 80, 5];785;תשפה;77221;(5, 28, 52, 11, 77221);אתה;2;(5, 28, 52, 41, 294148);והצר לך בכל שעריך עד רדת חמתיך הגבהת והבצרות אשר אתה בטח בהן בכל ארצך והצר לך בכל שעריך בכל ארצך אשר נתן יהוה אלהיך לך
(302711, -58, 4);[400, 300, 80, 5];785;תשפה;79434;(5, 32, 51, 5, 79434);בתוך;2;(5, 32, 51, 14, 302711);על אשר מעלתם בי בתוך בני ישראל במי מריבת קדש מדבר צן על אשר לא קדשתם אותי בתוך בני ישראל
(255421, -57, 4);[400, 300, 80, 5];785;תשפה;67110;(5, 3, 16, 3, 67110);נתתי;3;(5, 3, 16, 16, 255421);ולראובני ולגדי נתתי מן הגלעד ועד נחל ארנן תוך הנחל וגבל ועד יבק הנחל גבול בני עמון
(241572, -55, 4);[400, 300, 80, 5];785;תשפה;63560;(4, 31, 47, 19, 63560);משמרת;5;(4, 31, 47, 72, 241572);ויקח משה ממחצת בני ישראל את האחז אחד מן החמשים מן האדם ומן הבהמה ויתן אתם ללוים שמרי משמרת משכן יהוה כאשר צוה יהוה את משה
(61387, -54, 4);[400, 300, 80, 5];785;תשפה;16292;(1, 41, 27, 3, 16292);הרקות;5;(1, 41, 27, 14, 61387);ושבע הפרות הרקות והרעת העלת אחריהן שבע שנים הנה ושבע השבלים הרקות שדפות הקדים יהיו שבע שני רעב
(65792, -54, 4);[400, 300, 80, 5];785;תשפה;17451;(1, 43, 14, 13, 17451);ואת;3;(1, 43, 14, 45, 65792);ואל שדי יתן לכם רחמים לפני האיש ושלח לכם את אחיכם אחר ואת בנימין ואני כאשר שכלתי שכלתי
(77897, -54, 4);[400, 300, 80, 5];785;תשפה;20571;(1, 50, 24, 6, 20571);מת;2;(1, 50, 24, 21, 77897);ויאמר יוסף אל אחיו אנכי מת ואלהים פקד יפקד אתכם והעלה אתכם מן הארץ הזאת אל הארץ אשר נשבע לאברהם ליצחק וליעקב
(97512, -54, 4);[400, 300, 80, 5];785;תשפה;25735;(2, 13, 14, 16, 25735);מבית;4;(2, 13, 14, 62, 97512);והיה כי ישאלך בנך מחר לאמר מה זאת ואמרת אליו בחזק יד הוציאנו יהוה ממצרים מבית עבדים
(172259, -54, 4);[400, 300, 80, 5];785;תשפה;45581;(3, 20, 6, 15, 45581);והכרתי;5;(3, 20, 6, 61, 172259);והנפש אשר תפנה אל האבת ואל הידענים לזנת אחריהם ונתתי את פני בנפש ההוא והכרתי אתו מקרב עמו
(106860, -53, 4);[400, 300, 80, 5];785;תשפה;28220;(2, 19, 23, 13, 28220);אתה;2;(2, 19, 23, 39, 106860);ויאמר משה אל יהוה לא יוכל העם לעלת אל הר סיני כי אתה העדתה בנו לאמר הגבל את ההר וקדשתו
(266601, -52, 4);[400, 300, 80, 5];785;תשפה;69968;(5, 9, 19, 2, 69968);יגרתי;4;(5, 9, 19, 6, 266601);כי יגרתי מפני האף והחמה אשר קצף יהוה עליכם להשמיד אתכם וישמע יהוה אלי גם בפעם ההוא
(150124, -51, 4);[400, 300, 80, 5];785;תשפה;39604;(3, 7, 24, 10, 39604);תאכלהו;1;(3, 7, 24, 35, 150124);וחלב נבלה וחלב טרפה יעשה לכל מלאכה ואכל לא תאכלהו
(175762, -50, 4);[400, 300, 80, 5];785;תשפה;46553;(3, 22, 24, 4, 46553);וכרות;5;(3, 22, 24, 20, 175762);ומעוך וכתות ונתוק וכרות לא תקריבו ליהוה ובארצכם לא תעשו
(32452, -48, 4);[400, 300, 80, 5];785;תשפה;8657;(1, 24, 60, 2, 8657);את;2;(1, 24, 60, 8, 32452);ויברכו את רבקה ויאמרו לה אחתנו את היי לאלפי רבבה ויירש זרעך את שער שנאיו
(72253, -48, 4);[400, 300, 80, 5];785;תשפה;19102;(1, 47, 6, 21, 19102);ושמתם;4;(1, 47, 6, 76, 72253);ארץ מצרים לפניך הוא במיטב הארץ הושב את אביך ואת אחיך ישבו בארץ גשן ואם ידעת ויש בם אנשי חיל ושמתם שרי מקנה על אשר לי
(93779, -48, 4);[400, 300, 80, 5];785;תשפה;24745;(2, 11, 8, 6, 24745);והשתחוו;4;(2, 11, 8, 22, 93779);וירדו כל עבדיך אלה אלי והשתחוו לי לאמר צא אתה וכל העם אשר ברגליך ואחרי כן אצא ויצא מעם פרעה בחרי אף
(2648, -47, 4);[400, 300, 80, 5];785;תשפה;695;(1, 2, 20, 9, 695);חית;3;(1, 2, 20, 38, 2648);ויקרא האדם שמות לכל הבהמה ולעוף השמים ולכל חית השדה ולאדם לא מצא עזר כנגדו
(191560, -46, 4);[400, 300, 80, 5];785;תשפה;50529;(4, 3, 30, 4, 50529);למשפחת;6;(4, 3, 30, 16, 191560);ונשיא בית אב למשפחת הקהתי אליצפן בן עזיאל
(36183, -44, 4);[400, 300, 80, 5];785;תשפה;9614;(1, 26, 34, 9, 9614);יהודית;6;(1, 26, 34, 33, 36183);ויהי עשו בן ארבעים שנה ויקח אשה את יהודית בת בארי החתי ואת בשמת בת אילן החתי
(197940, -43, 4);[400, 300, 80, 5];785;תשפה;52195;(4, 6, 19, 8, 52195);וחלת;4;(4, 6, 19, 28, 197940);ולקח הכהן את הזרע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחד ונתן על כפי הנזיר אחר התגלחו את נזרו
(235914, -41, 4);[400, 300, 80, 5];785;תשפה;62139;(4, 28, 15, 7, 62139);עלת;3;(4, 28, 15, 27, 235914);ושעיר עזים אחד לחטאת ליהוה על עלת התמיד יעשה ונסכו
(40729, -40, 4);[400, 300, 80, 5];785;תשפה;10841;(1, 29, 19, 8, 10841);אתה;2;(1, 29, 19, 25, 40729);ויאמר לבן טוב תתי אתה לך מתתי אתה לאיש אחר שבה עמדי
(109083, -39, 4);[400, 300, 80, 5];785;תשפה;28832;(2, 21, 25, 5, 28832);תחת;3;(2, 21, 25, 17, 109083);כויה תחת כויה פצע תחת פצע חבורה תחת חבורה
(117145, -39, 4);[400, 300, 80, 5];785;תשפה;30937;(2, 26, 37, 6, 30937);וצפית;5;(2, 26, 37, 27, 117145);ועשית למסך חמשה עמודי שטים וצפית אתם זהב וויהם זהב ויצקת להם חמשה אדני נחשת
(204542, -38, 4);[400, 300, 80, 5];785;תשפה;53920;(4, 9, 14, 8, 53920);כחקת;4;(4, 9, 14, 29, 204542);וכי יגור אתכם גר ועשה פסח ליהוה כחקת הפסח וכמשפטו כן יעשה חקה אחת יהיה לכם ולגר ולאזרח הארץ
(139617, -36, 4);[400, 300, 80, 5];785;תשפה;36782;(2, 39, 37, 4, 36782);את;2;(2, 39, 37, 14, 139617);את המנרה הטהרה את נרתיה נרת המערכה ואת כל כליה ואת שמן המאור
(117939, -35, 4);[400, 300, 80, 5];785;תשפה;31127;(2, 27, 16, 8, 31127);ותולעת;2;(2, 27, 16, 32, 117939);ולשער החצר מסך עשרים אמה תכלת וארגמן ותולעת שני ושש משזר מעשה רקם עמדיהם ארבעה ואדניהם ארבעה
(171221, -34, 4);[400, 300, 80, 5];785;תשפה;45311;(3, 19, 22, 14, 45311);מחטאתו;5;(3, 19, 22, 53, 171221);וכפר עליו הכהן באיל האשם לפני יהוה על חטאתו אשר חטא ונסלח לו מחטאתו אשר חטא
(93287, -33, 4);[400, 300, 80, 5];785;תשפה;24611;(2, 10, 28, 16, 24611);תמות;4;(2, 10, 28, 52, 93287);ויאמר לו פרעה לך מעלי השמר לך אל תסף ראות פני כי ביום ראתך פני תמות
(251470, -32, 4);[400, 300, 80, 5];785;תשפה;66073;(5, 1, 27, 11, 66073);אתנו;2;(5, 1, 27, 53, 251470);ותרגנו באהליכם ותאמרו בשנאת יהוה אתנו הוציאנו מארץ מצרים לתת אתנו ביד האמרי להשמידנו
(41965, -31, 4);[400, 300, 80, 5];785;תשפה;11188;(1, 30, 13, 1, 11188);ותאמר;2;(1, 30, 13, 2, 41965);ותאמר לאה באשרי כי אשרוני בנות ותקרא את שמו אשר
(60143, -31, 4);[400, 300, 80, 5];785;תשפה;15983;(1, 41, 3, 9, 15983);רעות;4;(1, 41, 3, 36, 60143);והנה שבע פרות אחרות עלות אחריהן מן היאר רעות מראה ודקות בשר ותעמדנה אצל הפרות על שפת היאר
