(n, d, k);[Gematria of ELS];Gematria WordTotal of ELS;ELS Search Term;Found in WordNumber In Text;WordCoordinatesDWTK;Found in Word In Text;LetterPositionIndex In Word;LetterCoordinatesD5K of First Letter in ELS;Found In Verse
(17491, 96, 5);[5, 80, 300, 400, 5];790;התשפה;4690;(1, 15, 4, 1, 4690);והנה;4;(1, 15, 4, 4, 17491);והנה דבר יהוה אליו לאמר לא יירשך זה כי אם אשר יצא ממעיך הוא יירשך
(166618, 97, 5);[5, 80, 300, 400, 5];790;התשפה;44053;(3, 16, 12, 14, 44053);דקה;3;(3, 16, 12, 55, 166618);ולקח מלא המחתה גחלי אש מעל המזבח מלפני יהוה ומלא חפניו קטרת סמים דקה והביא מבית לפרכת
(91306, 1, 4);[5, 80, 300, 400];785;תשפה;24066;(2, 9, 31, 1, 24066);והפשתה;2;(2, 9, 31, 2, 91306);והפשתה והשערה נכתה כי השערה אביב והפשתה גבעל
(91333, 1, 4);[5, 80, 300, 400];785;תשפה;24072;(2, 9, 31, 7, 24072);והפשתה;2;(2, 9, 31, 29, 91333);והפשתה והשערה נכתה כי השערה אביב והפשתה גבעל
(158496, 1, 4);[5, 80, 300, 400];785;תשפה;41834;(3, 13, 8, 3, 41834);והנה;4;(3, 13, 8, 12, 158496);וראה הכהן והנה פשתה המספחת בעור וטמאו הכהן צרעת הוא
(161209, 1, 4);[5, 80, 300, 400];785;תשפה;42588;(3, 13, 59, 8, 42588);הפשתים;1;(3, 13, 59, 24, 161209);זאת תורת נגע צרעת בגד הצמר או הפשתים או השתי או הערב או כל כלי עור לטהרו או לטמאו
(4191, 4, 4);[5, 80, 300, 400];785;תשפה;1104;(1, 3, 24, 13, 1104);המתהפכת;1;(1, 3, 24, 45, 4191);ויגרש את האדם וישכן מקדם לגן עדן את הכרבים ואת להט החרב המתהפכת לשמר את דרך עץ החיים
(63629, 5, 4);[5, 80, 300, 400];785;תשפה;16892;(1, 42, 14, 2, 16892);אלהם;3;(1, 42, 14, 8, 63629);ויאמר אלהם יוסף הוא אשר דברתי אלכם לאמר מרגלים אתם
(241494, 6, 4);[5, 80, 300, 400];785;תשפה;63539;(4, 31, 46, 3, 63539);ששה;3;(4, 31, 46, 10, 241494);ונפש אדם ששה עשר אלף
(233445, 7, 4);[5, 80, 300, 400];785;תשפה;61502;(4, 26, 57, 3, 61502);הלוי;1;(4, 26, 57, 10, 233445);ואלה פקודי הלוי למשפחתם לגרשון משפחת הגרשני לקהת משפחת הקהתי למררי משפחת המררי
(13000, 9, 4);[5, 80, 300, 400];785;תשפה;3482;(1, 11, 7, 2, 3482);נרדה;4;(1, 11, 7, 7, 13000);הבה נרדה ונבלה שם שפתם אשר לא ישמעו איש שפת רעהו
(269400, 10, 4);[5, 80, 300, 400];785;תשפה;70685;(5, 11, 14, 5, 70685);יורה;4;(5, 11, 14, 21, 269400);ונתתי מטר ארצכם בעתו יורה ומלקוש ואספת דגנך ותירשך ויצהרך
(273602, 10, 4);[5, 80, 300, 400];785;תשפה;71753;(5, 13, 16, 14, 71753);בה;2;(5, 13, 16, 43, 273602);הכה תכה את ישבי העיר ההוא לפי חרב החרם אתה ואת כל אשר בה ואת בהמתה לפי חרב
(213215, 12, 4);[5, 80, 300, 400];785;תשפה;56206;(4, 14, 43, 15, 56206);יהיה;4;(4, 14, 43, 59, 213215);כי העמלקי והכנעני שם לפניכם ונפלתם בחרב כי על כן שבתם מאחרי יהוה ולא יהיה יהוה עמכם
(238267, 13, 4);[5, 80, 300, 400];785;תשפה;62689;(4, 29, 36, 3, 62689);אשה;3;(4, 29, 36, 13, 238267);והקרבתם עלה אשה ריח ניחח ליהוה פר אחד איל אחד כבשים בני שנה שבעה תמימם
(245270, 13, 4);[5, 80, 300, 400];785;תשפה;64479;(4, 33, 38, 3, 64479);הכהן;1;(4, 33, 38, 9, 245270);ויעל אהרן הכהן אל הר ההר על פי יהוה וימת שם בשנת הארבעים לצאת בני ישראל מארץ מצרים בחדש החמישי באחד לחדש
(187453, 14, 4);[5, 80, 300, 400];785;תשפה;49530;(4, 1, 27, 3, 49530);יהודה;5;(4, 1, 27, 15, 187453);פקדיהם למטה יהודה ארבעה ושבעים אלף ושש מאות
(127076, 20, 4);[5, 80, 300, 400];785;תשפה;33517;(2, 32, 23, 20, 33517);היה;1;(2, 32, 23, 70, 127076);ויאמרו לי עשה לנו אלהים אשר ילכו לפנינו כי זה משה האיש אשר העלנו מארץ מצרים לא ידענו מה היה לו
(232099, 20, 4);[5, 80, 300, 400];785;תשפה;61205;(4, 26, 24, 6, 61205);השמרני;1;(4, 26, 24, 26, 232099);לישוב משפחת הישבי לשמרן משפחת השמרני
(190900, 21, 4);[5, 80, 300, 400];785;תשפה;50370;(4, 3, 14, 2, 50370);יהוה;2;(4, 3, 14, 7, 190900);וידבר יהוה אל משה במדבר סיני לאמר
(87729, 22, 4);[5, 80, 300, 400];785;תשפה;23132;(2, 7, 25, 8, 23132);היאר;1;(2, 7, 25, 28, 87729);וימלא שבעת ימים אחרי הכות יהוה את היאר
(91084, 22, 4);[5, 80, 300, 400];785;תשפה;24011;(2, 9, 27, 4, 24011);למשה;4;(2, 9, 27, 18, 91084);וישלח פרעה ויקרא למשה ולאהרן ויאמר אלהם חטאתי הפעם יהוה הצדיק ואני ועמי הרשעים
(193634, 22, 4);[5, 80, 300, 400];785;תשפה;51061;(4, 4, 17, 6, 51061);אהרן;2;(4, 4, 17, 19, 193634);וידבר יהוה אל משה ואל אהרן לאמר
(195486, 23, 4);[5, 80, 300, 400];785;תשפה;51540;(4, 5, 6, 12, 51540);האדם;1;(4, 5, 6, 35, 195486);דבר אל בני ישראל איש או אשה כי יעשו מכל חטאת האדם למעל מעל ביהוה ואשמה הנפש ההוא
(176906, 24, 4);[5, 80, 300, 400];785;תשפה;46846;(3, 23, 15, 13, 46846);תהיינה;2;(3, 23, 15, 54, 176906);וספרתם לכם ממחרת השבת מיום הביאכם את עמר התנופה שבע שבתות תמימת תהיינה
(248930, 24, 4);[5, 80, 300, 400];785;תשפה;65432;(4, 35, 33, 4, 65432);הארץ;1;(4, 35, 33, 12, 248930);ולא תחניפו את הארץ אשר אתם בה כי הדם הוא יחניף את הארץ ולארץ לא יכפר לדם אשר שפך בה כי אם בדם שפכו
(117731, 25, 4);[5, 80, 300, 400];785;תשפה;31081;(2, 27, 11, 14, 31081);העמדים;1;(2, 27, 11, 56, 117731);וכן לפאת צפון בארך קלעים מאה ארך ועמדו עשרים ואדניהם עשרים נחשת ווי העמדים וחשקיהם כסף
(119516, 25, 4);[5, 80, 300, 400];785;תשפה;31529;(2, 28, 26, 4, 31529);זהב;2;(2, 28, 26, 15, 119516);ועשית שתי טבעות זהב ושמת אתם על שני קצות החשן על שפתו אשר אל עבר האפוד ביתה
(110651, 29, 4);[5, 80, 300, 400];785;תשפה;29289;(2, 22, 23, 6, 29289);והיו;2;(2, 22, 23, 23, 110651);וחרה אפי והרגתי אתכם בחרב והיו נשיכם אלמנות ובניכם יתמים
(115771, 29, 4);[5, 80, 300, 400];785;תשפה;30607;(2, 26, 10, 6, 30607);היריעה;6;(2, 26, 10, 25, 115771);ועשית חמשים ללאת על שפת היריעה האחת הקיצנה בחברת וחמשים ללאת על שפת היריעה החברת השנית
(41872, 31, 4);[5, 80, 300, 400];785;תשפה;11162;(1, 30, 9, 8, 11162);זלפה;4;(1, 30, 9, 27, 41872);ותרא לאה כי עמדה מלדת ותקח את זלפה שפחתה ותתן אתה ליעקב לאשה
(60050, 31, 4);[5, 80, 300, 400];785;תשפה;15959;(1, 41, 1, 7, 15959);והנה;4;(1, 41, 1, 28, 60050);ויהי מקץ שנתים ימים ופרעה חלם והנה עמד על היאר
(197980, 31, 4);[5, 80, 300, 400];785;תשפה;52208;(4, 6, 19, 21, 52208);התגלחו;1;(4, 6, 19, 68, 197980);ולקח הכהן את הזרע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחד ונתן על כפי הנזיר אחר התגלחו את נזרו
(251374, 32, 4);[5, 80, 300, 400];785;תשפה;66051;(5, 1, 25, 14, 66051);יהוה;4;(5, 1, 25, 61, 251374);ויקחו בידם מפרי הארץ ויורדו אלינו וישבו אתנו דבר ויאמרו טובה הארץ אשר יהוה אלהינו נתן לנו
(93188, 33, 4);[5, 80, 300, 400];785;תשפה;24581;(2, 10, 26, 18, 24581);מה;2;(2, 10, 26, 63, 93188);וגם מקננו ילך עמנו לא תשאר פרסה כי ממנו נקח לעבד את יהוה אלהינו ואנחנו לא נדע מה נעבד את יהוה עד באנו שמה
(171119, 34, 4);[5, 80, 300, 400];785;תשפה;45282;(3, 19, 20, 21, 45282);תהיה;4;(3, 19, 20, 72, 171119);ואיש כי ישכב את אשה שכבת זרע והוא שפחה נחרפת לאיש והפדה לא נפדתה או חפשה לא נתן לה בקרת תהיה לא יומתו כי לא חפשה
(117834, 35, 4);[5, 80, 300, 400];785;תשפה;31104;(2, 27, 14, 3, 31104);אמה;3;(2, 27, 14, 11, 117834);וחמש עשרה אמה קלעים לכתף עמדיהם שלשה ואדניהם שלשה
(139509, 36, 4);[5, 80, 300, 400];785;תשפה;36753;(2, 39, 34, 2, 36753);מכסה;4;(2, 39, 34, 7, 139509);ואת מכסה עורת האילם המאדמים ואת מכסה ערת התחשים ואת פרכת המסך
(204428, 38, 4);[5, 80, 300, 400];785;תשפה;53891;(4, 9, 13, 3, 53891);הוא;1;(4, 9, 13, 9, 204428);והאיש אשר הוא טהור ובדרך לא היה וחדל לעשות הפסח ונכרתה הנפש ההוא מעמיה כי קרבן יהוה לא הקריב במעדו חטאו ישא האיש ההוא
(108966, 39, 4);[5, 80, 300, 400];785;תשפה;28798;(2, 21, 22, 10, 28798);יהיה;2;(2, 21, 22, 38, 108966);וכי ינצו אנשים ונגפו אשה הרה ויצאו ילדיה ולא יהיה אסון ענוש יענש כאשר ישית עליו בעל האשה ונתן בפללים
(117028, 39, 4);[5, 80, 300, 400];785;תשפה;30908;(2, 26, 35, 7, 30908);המנרה;5;(2, 26, 35, 28, 117028);ושמת את השלחן מחוץ לפרכת ואת המנרה נכח השלחן על צלע המשכן תימנה והשלחן תתן על צלע צפון
(40609, 40, 4);[5, 80, 300, 400];785;תשפה;10809;(1, 29, 16, 5, 10809);הגדלה;1;(1, 29, 16, 15, 40609);וללבן שתי בנות שם הגדלה לאה ושם הקטנה רחל
(235791, 41, 4);[5, 80, 300, 400];785;תשפה;62109;(4, 28, 13, 8, 62109);האחד;1;(4, 28, 13, 31, 235791);ועשרן עשרון סלת מנחה בלולה בשמן לכבש האחד עלה ריח ניחח אשה ליהוה
(197811, 43, 4);[5, 80, 300, 400];785;תשפה;52158;(4, 6, 17, 6, 52158);ליהוה;3;(4, 6, 17, 22, 197811);ואת האיל יעשה זבח שלמים ליהוה על סל המצות ועשה הכהן את מנחתו ואת נסכו
(36051, 44, 4);[5, 80, 300, 400];785;תשפה;9577;(1, 26, 32, 1, 9577);ויהי;3;(1, 26, 32, 3, 36051);ויהי ביום ההוא ויבאו עבדי יצחק ויגדו לו על אדות הבאר אשר חפרו ויאמרו לו מצאנו מים
(191422, 46, 4);[5, 80, 300, 400];785;תשפה;50496;(4, 3, 27, 5, 50496);היצהרי;4;(4, 3, 27, 26, 191422);ולקהת משפחת העמרמי ומשפחת היצהרי ומשפחת החברני ומשפחת העזיאלי אלה הם משפחת הקהתי
(2507, 47, 4);[5, 80, 300, 400];785;תשפה;655;(1, 2, 18, 9, 655);אעשה;4;(1, 2, 18, 35, 2507);ויאמר יהוה אלהים לא טוב היות האדם לבדו אעשה לו עזר כנגדו
(32308, 48, 4);[5, 80, 300, 400];785;תשפה;8623;(1, 24, 56, 6, 8623);ויהוה;5;(1, 24, 56, 24, 32308);ויאמר אלהם אל תאחרו אתי ויהוה הצליח דרכי שלחוני ואלכה לאדני
(72109, 48, 4);[5, 80, 300, 400];785;תשפה;19064;(1, 47, 4, 15, 19064);הרעב;1;(1, 47, 4, 52, 72109);ויאמרו אל פרעה לגור בארץ באנו כי אין מרעה לצאן אשר לעבדיך כי כבד הרעב בארץ כנען ועתה ישבו נא עבדיך בארץ גשן
(93635, 48, 4);[5, 80, 300, 400];785;תשפה;24707;(2, 11, 5, 19, 24707);בהמה;4;(2, 11, 5, 70, 93635);ומת כל בכור בארץ מצרים מבכור פרעה הישב על כסאו עד בכור השפחה אשר אחר הרחים וכל בכור בהמה
(175612, 50, 4);[5, 80, 300, 400];785;תשפה;46511;(3, 22, 21, 15, 46511);יהיה;4;(3, 22, 21, 56, 175612);ואיש כי יקריב זבח שלמים ליהוה לפלא נדר או לנדבה בבקר או בצאן תמים יהיה לרצון כל מום לא יהיה בו
(149971, 51, 4);[5, 80, 300, 400];785;תשפה;39562;(3, 7, 21, 9, 39562);בבהמה;3;(3, 7, 21, 28, 149971);ונפש כי תגע בכל טמא בטמאת אדם או בבהמה טמאה או בכל שקץ טמא ואכל מבשר זבח השלמים אשר ליהוה ונכרתה הנפש ההוא מעמיה
(266445, 52, 4);[5, 80, 300, 400];785;תשפה;69932;(5, 9, 16, 16, 69932);יהוה;2;(5, 9, 16, 60, 266445);וארא והנה חטאתם ליהוה אלהיכם עשיתם לכם עגל מסכה סרתם מהר מן הדרך אשר צוה יהוה אתכם
(106701, 53, 4);[5, 80, 300, 400];785;תשפה;28174;(2, 19, 20, 8, 28174);ההר;1;(2, 19, 20, 22, 106701);וירד יהוה על הר סיני אל ראש ההר ויקרא יהוה למשה אל ראש ההר ויעל משה
(61225, 54, 4);[5, 80, 300, 400];785;תשפה;16250;(1, 41, 24, 3, 16250);הדקת;1;(1, 41, 24, 13, 61225);ותבלען השבלים הדקת את שבע השבלים הטבות ואמר אל החרטמים ואין מגיד לי
(65630, 54, 4);[5, 80, 300, 400];785;תשפה;17409;(1, 43, 11, 16, 17409);מנחה;4;(1, 43, 11, 66, 65630);ויאמר אלהם ישראל אביהם אם כן אפוא זאת עשו קחו מזמרת הארץ בכליכם והורידו לאיש מנחה מעט צרי ומעט דבש נכאת ולט בטנים ושקדים
(77735, 54, 4);[5, 80, 300, 400];785;תשפה;20528;(1, 50, 21, 1, 20528);ועתה;4;(1, 50, 21, 4, 77735);ועתה אל תיראו אנכי אכלכל אתכם ואת טפכם וינחם אותם וידבר על לבם
(97350, 54, 4);[5, 80, 300, 400];785;תשפה;25692;(2, 13, 12, 1, 25692);והעברת;2;(2, 13, 12, 2, 97350);והעברת כל פטר רחם ליהוה וכל פטר שגר בהמה אשר יהיה לך הזכרים ליהוה
(172097, 54, 4);[5, 80, 300, 400];785;תשפה;45542;(3, 20, 4, 10, 45542);ההוא;1;(3, 20, 4, 34, 172097);ואם העלם יעלימו עם הארץ את עיניהם מן האיש ההוא בתתו מזרעו למלך לבלתי המית אתו
(241407, 55, 4);[5, 80, 300, 400];785;תשפה;63518;(4, 31, 43, 5, 63518);הצאן;1;(4, 31, 43, 15, 241407);ותהי מחצת העדה מן הצאן שלש מאות אלף ושלשים אלף שבעת אלפים וחמש מאות
(255250, 57, 4);[5, 80, 300, 400];785;תשפה;67065;(5, 3, 13, 4, 67065);הבשן;1;(5, 3, 13, 13, 255250);ויתר הגלעד וכל הבשן ממלכת עוג נתתי לחצי שבט המנשה כל חבל הארגב לכל הבשן ההוא יקרא ארץ רפאים
(302537, 58, 4);[5, 80, 300, 400];785;תשפה;79381;(5, 32, 48, 2, 79381);יהוה;4;(5, 32, 48, 9, 302537);וידבר יהוה אל משה בעצם היום הזה לאמר
(135670, 59, 4);[5, 80, 300, 400];785;תשפה;35777;(2, 37, 19, 11, 35777);בקנה;4;(2, 37, 19, 51, 135670);שלשה גבעים משקדים בקנה האחד כפתר ופרח ושלשה גבעים משקדים בקנה אחד כפתר ופרח כן לששת הקנים היצאים מן המנרה
(293971, 59, 4);[5, 80, 300, 400];785;תשפה;77172;(5, 28, 49, 9, 77172);ידאה;4;(5, 28, 49, 34, 293971);ישא יהוה עליך גוי מרחק מקצה הארץ כאשר ידאה הנשר גוי אשר לא תשמע לשנו
(164061, 60, 4);[5, 80, 300, 400];785;תשפה;43362;(3, 14, 51, 17, 43362);השחוטה;6;(3, 14, 51, 62, 164061);ולקח את עץ הארז ואת האזב ואת שני התולעת ואת הצפר החיה וטבל אתם בדם הצפר השחוטה ובמים החיים והזה אל הבית שבע פעמים
(118747, 62, 4);[5, 80, 300, 400];785;תשפה;31331;(2, 28, 10, 1, 31331);ששה;3;(2, 28, 10, 3, 118747);ששה משמתם על האבן האחת ואת שמות הששה הנותרים על האבן השנית כתולדתם
(48766, 63, 4);[5, 80, 300, 400];785;תשפה;12993;(1, 33, 12, 2, 12993);נסעה;4;(1, 33, 12, 9, 48766);ויאמר נסעה ונלכה ואלכה לנגדך
(282300, 64, 4);[5, 80, 300, 400];785;תשפה;74087;(5, 20, 16, 4, 74087);האלה;4;(5, 20, 16, 15, 282300);רק מערי העמים האלה אשר יהוה אלהיך נתן לך נחלה לא תחיה כל נשמה
(192785, 65, 4);[5, 80, 300, 400];785;תשפה;50834;(4, 4, 3, 14, 50834);באהל;3;(4, 4, 3, 50, 192785);מבן שלשים שנה ומעלה ועד בן חמשים שנה כל בא לצבא לעשות מלאכה באהל מועד
(65926, 67, 4);[5, 80, 300, 400];785;תשפה;17483;(1, 43, 16, 10, 17483);הבא;1;(1, 43, 16, 35, 65926);וירא יוסף אתם את בנימין ויאמר לאשר על ביתו הבא את האנשים הביתה וטבח טבח והכן כי אתי יאכלו האנשים בצהרים
(129621, 67, 4);[5, 80, 300, 400];785;תשפה;34216;(2, 34, 10, 22, 34216);אתה;3;(2, 34, 10, 77, 129621);ויאמר הנה אנכי כרת ברית נגד כל עמך אעשה נפלאת אשר לא נבראו בכל הארץ ובכל הגוים וראה כל העם אשר אתה בקרבו את מעשה יהוה כי נורא הוא אשר אני עשה עמך
(138002, 67, 4);[5, 80, 300, 400];785;תשפה;36359;(2, 39, 3, 11, 36359);הארגמן;1;(2, 39, 3, 44, 138002);וירקעו את פחי הזהב וקצץ פתילם לעשות בתוך התכלת ובתוך הארגמן ובתוך תולעת השני ובתוך השש מעשה חשב
(191952, 67, 4);[5, 80, 300, 400];785;תשפה;50617;(4, 3, 38, 9, 50617);משה;3;(4, 3, 38, 38, 191952);והחנים לפני המשכן קדמה לפני אהל מועד מזרחה משה ואהרן ובניו שמרים משמרת המקדש למשמרת בני ישראל והזר הקרב יומת
(282297, 67, 4);[5, 80, 300, 400];785;תשפה;74087;(5, 20, 16, 4, 74087);האלה;1;(5, 20, 16, 12, 282297);רק מערי העמים האלה אשר יהוה אלהיך נתן לך נחלה לא תחיה כל נשמה
(277468, 69, 4);[5, 80, 300, 400];785;תשפה;72771;(5, 16, 16, 17, 72771);השבעות;1;(5, 16, 16, 63, 277468);שלוש פעמים בשנה יראה כל זכורך את פני יהוה אלהיך במקום אשר יבחר בחג המצות ובחג השבעות ובחג הסכות ולא יראה את פני יהוה ריקם
(79009, 70, 4);[5, 80, 300, 400];785;תשפה;20849;(2, 1, 22, 10, 20849);תשליכהו;6;(2, 1, 22, 39, 79009);ויצו פרעה לכל עמו לאמר כל הבן הילוד היארה תשליכהו וכל הבת תחיון
(18232, 72, 4);[5, 80, 300, 400];785;תשפה;4890;(1, 15, 20, 4, 4890);הפרזי;1;(1, 15, 20, 11, 18232);ואת החתי ואת הפרזי ואת הרפאים
(121923, 72, 4);[5, 80, 300, 400];785;תשפה;32165;(2, 29, 25, 7, 32165);העלה;4;(2, 29, 25, 30, 121923);ולקחת אתם מידם והקטרת המזבחה על העלה לריח ניחוח לפני יהוה אשה הוא ליהוה
(43474, 73, 4);[5, 80, 300, 400];785;תשפה;11589;(1, 30, 41, 5, 11589);המקשרות;1;(1, 30, 41, 15, 43474);והיה בכל יחם הצאן המקשרות ושם יעקב את המקלות לעיני הצאן ברהטים ליחמנה במקלות
(232084, 73, 4);[5, 80, 300, 400];785;תשפה;61202;(4, 26, 24, 3, 61202);הישבי;1;(4, 26, 24, 11, 232084);לישוב משפחת הישבי לשמרן משפחת השמרני
(252948, 74, 4);[5, 80, 300, 400];785;תשפה;66453;(5, 2, 9, 2, 66453);יהוה;4;(5, 2, 9, 9, 252948);ויאמר יהוה אלי אל תצר את מואב ואל תתגר בם מלחמה כי לא אתן לך מארצו ירשה כי לבני לוט נתתי את ער ירשה
(119155, 75, 4);[5, 80, 300, 400];785;תשפה;31436;(2, 28, 17, 12, 31436);הטור;1;(2, 28, 17, 43, 119155);ומלאת בו מלאת אבן ארבעה טורים אבן טור אדם פטדה וברקת הטור האחד
(137358, 76, 4);[5, 80, 300, 400];785;תשפה;36196;(2, 38, 24, 7, 36196);הקדש;1;(2, 38, 24, 26, 137358);כל הזהב העשוי למלאכה בכל מלאכת הקדש ויהי זהב התנופה תשע ועשרים ככר ושבע מאות ושלשים שקל בשקל הקדש
(226916, 76, 4);[5, 80, 300, 400];785;תשפה;59854;(4, 22, 30, 14, 59854);הזה;1;(4, 22, 30, 50, 226916);ותאמר האתון אל בלעם הלוא אנכי אתנך אשר רכבת עלי מעודך עד היום הזה ההסכן הסכנתי לעשות לך כה ויאמר לא
(214311, 77, 4);[5, 80, 300, 400];785;תשפה;56491;(4, 15, 24, 5, 56491);נעשתה;5;(4, 15, 24, 20, 214311);והיה אם מעיני העדה נעשתה לשגגה ועשו כל העדה פר בן בקר אחד לעלה לריח ניחח ליהוה ומנחתו ונסכו כמשפט ושעיר עזים אחד לחטת
(257317, 78, 4);[5, 80, 300, 400];785;תשפה;67599;(5, 4, 15, 15, 67599);האש;1;(5, 4, 15, 59, 257317);ונשמרתם מאד לנפשתיכם כי לא ראיתם כל תמונה ביום דבר יהוה אליכם בחרב מתוך האש
(232535, 79, 4);[5, 80, 300, 400];785;תשפה;61300;(4, 26, 35, 1, 61300);אלה;3;(4, 26, 35, 3, 232535);אלה בני אפרים למשפחתם לשותלח משפחת השתלחי לבכר משפחת הבכרי לתחן משפחת התחני
(14906, 80, 4);[5, 80, 300, 400];785;תשפה;3993;(1, 12, 15, 10, 3993);האשה;1;(1, 12, 15, 35, 14906);ויראו אתה שרי פרעה ויהללו אתה אל פרעה ותקח האשה בית פרעה
(138366, 80, 4);[5, 80, 300, 400];785;תשפה;36454;(2, 39, 10, 8, 36454);פטדה;4;(2, 39, 10, 30, 138366);וימלאו בו ארבעה טורי אבן טור אדם פטדה וברקת הטור האחד
(292799, 80, 4);[5, 80, 300, 400];785;תשפה;76873;(5, 28, 25, 15, 76873);לזעוה;5;(5, 28, 25, 64, 292799);יתנך יהוה נגף לפני איביך בדרך אחד תצא אליו ובשבעה דרכים תנוס לפניו והיית לזעוה לכל ממלכות הארץ
(300853, 81, 4);[5, 80, 300, 400];785;תשפה;78945;(5, 32, 10, 1, 78945);ימצאהו;5;(5, 32, 10, 5, 300853);ימצאהו בארץ מדבר ובתהו ילל ישמן יסבבנהו יבוננהו יצרנהו כאישון עינו
(59147, 82, 4);[5, 80, 300, 400];785;תשפה;15719;(1, 40, 7, 4, 15719);פרעה;4;(1, 40, 7, 16, 59147);וישאל את סריסי פרעה אשר אתו במשמר בית אדניו לאמר מדוע פניכם רעים היום
(161846, 82, 4);[5, 80, 300, 400];785;תשפה;42759;(3, 14, 11, 3, 42759);המטהר;1;(3, 14, 11, 11, 161846);והעמיד הכהן המטהר את האיש המטהר ואתם לפני יהוה פתח אהל מועד
